광역단체,기초단체,영화상영관코드,영화상영관명,총 스크린수,총 좌석수,필름 상영관수,2D 상영관수,3D 상영관수,4D 상영관수,IMAX 상영관수,상설여부,특별관운영여부,가입여부,전송사업자명,개관일,영업상태,운영형태,주소,전화번호,홈페이지
부산시,사하구,11053,CGV 하단아트몰링,7,888,0,7,1,0,0,상설,,가입,CJ올리브네트웍스(주),2017-03-03,영업,위탁,부산광역시 사하구 하단동 526-6 번지 하단동 CGV하단,,
부산시,동래구,11027,CGV 동래,9,1385,0,9,3,0,0,상설,,가입,CJ올리브네트웍스(주),2006-10-24,영업,직영,부산광역시 동래구 온천동 153-8 번지 SK허브스카이 6층,1544-1122,http://www.cgv.co.kr
대전시,중구,13012,CGV 대전,9,1880,1,9,7,1,1,상설,,가입,CJ올리브네트웍스(주),2001-08-18,영업,직영,대전광역시 중구 문화동 1-16 번지 세이백화점 별관 6층,1544-1122,http://www.cgv.co.kr/
대전시,서구,13034,CGV 대전가수원,5,1016,0,5,1,0,0,상설,,가입,CJ올리브네트웍스(주),2019-08-30,영업,위탁,대전광역시 서구 가수원동 1042 번지,042-545-0038,
대전시,동구,13026,CGV 대전터미널,7,1464,0,8,2,1,0,상설,,가입,CJ올리브네트웍스(주),2011-12-22,영업,직영,대전광역시 동구 용전동 63-3 번지,1544-1122,http://www.cgv.co.kr
대구시,중구,12043,CGV 대구한일,6,1085,0,6,2,0,0,상설,,가입,CJ올리브네트웍스(주),2012-12-28,영업,직영,대구광역시 중구 동성로2가 88-22 번지 엑슨밀라노 7층,1544-1122,http://www.cgv.co.kr
대구시,수성구,12034,CGV 대구스타디움,10,1458,0,10,6,1,0,상설,,가입,CJ올리브네트웍스(주),2011-09-06,영업,직영,대구광역시 수성구 대흥동 504 번지,1544-1122,http://www.cgv.co.kr
대구시,북구,12022,CGV 대구칠곡,7,1099,0,7,2,0,0,상설,,가입,CJ올리브네트웍스(주),2007-10-31,영업,위탁,대구광역시 북구 동천동 894-1 번지,1544-1122,http://www.cgv.co.kr/
광주시,동구,16042,CGV 광주충장로,5,719,0,5,0,0,0,상설,,가입,CJ올리브네트웍스(주),2017-01-26,영업,위탁,광주광역시 동구 충장로4가 29-2 번지 CGV광주충장로,,
경상북도,포항시,6030,CGV 북포항,8,1007,0,8,2,0,0,상설,,가입,CJ올리브네트웍스(주),2009-07-29,영업,위탁,경상북도 포항시 북구 덕산동 235-4 번지,1544-1122,http://www.cgv.co.kr
경상남도,창원시 의창구,7052,CGV 창원더시티,6,1178,0,6,2,0,1,상설,,가입,CJ올리브네트웍스(주),2008-06-20,영업,직영,경상남도 창원시 의창구 대원동 122 번지 더시티세븐 3층,1544-1122,http://www.cgv.co.kr
경상남도,창원시 의창구,7025,CGV 창원,6,1105,0,6,2,1,0,상설,,가입,CJ올리브네트웍스(주),2004-06-19,영업,직영,경상남도 창원시 의창구 팔용동 30-1 번지 뉴코아아울렛 9층~11층,1544-1122,http://www.cgv.co.kr
경상남도,창원시 성산구,7091,CGV 창원상남,5,593,0,5,1,0,0,상설,,가입,CJ올리브네트웍스(주),2020-10-22,영업,직영,경상남도 창원시 성산구 상남동 77-4 번지,,
경상남도,진주시,7090,CGV 진주혁신,7,724,0,7,1,0,0,상설,,가입,CJ올리브네트웍스(주),2020-09-28,영업,위탁,"경상남도 진주시 충무공동 225-1 번지 어반스퀘어 4,5층",,
경상남도,양산시,7085,CGV 양산삼호,3,411,0,3,0,0,0,상설,,가입,CJ올리브네트웍스(주),2019-12-30,영업,위탁,경상남도 양산시 삼호동 1010-3 번지 6층 CGV양산삼호점,,
경상남도,거제시,7037,CGV 거제,7,1223,0,7,1,0,0,상설,,가입,CJ올리브네트웍스(주),2006-09-28,영업,직영,경상남도 거제시 장평동 1211 번지 디큐브 백화점 6층,1544-1122,http://www.cgv.co.kr/
경기도,화성시,2256,CGV 동탄호수공원,6,640,0,6,3,0,0,상설,,가입,CJ올리브네트웍스(주),2020-01-16,영업,직영,경기도 화성시 무송동 681-535 번지 레이크꼬모 B2층(송동),,
대전시,서구,13035,롯데시네마 대전관저,7,1067,0,7,0,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2019-11-21,영업,직영,대전광역시 서구 관저동 1735 번지 디펠리체 5층 롯데시네마,02-1544-8855,http://www.lottecinema.co.kr
충청남도,당진군,5068,롯데시네마 당진,7,704,0,7,0,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2020-12-10,영업,위탁,"충청남도 당진시 수청동 1041 번지 7,8,9층",070-1811-7707,
대전시,서구,13032,롯데시네마 대전센트럴,7,859,0,7,3,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2018-07-19,영업,직영,대전광역시 서구 둔산동 1279 번지,1544-8855,www.lottecinema.co.kr
서울시,강남구,1277,롯데시네마 도곡,7,847,0,7,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2020-06-11,영업,직영,서울특별시 강남구 도곡동 174-3 번지 롯데시네마 도곡,02-3470-3493,www.lottecinema.co.kr
경기도,하남시,2243,CGV 스타필드시티위례,6,881,0,6,2,0,0,상설,,가입,CJ올리브네트웍스(주),2018-12-14,영업,직영,경기도 하남시 학암동 660 번지 스타필드시티위례 5층,,www.cgv.co.kr
경기도,포천시,2263,CGV 포천,5,415,0,5,1,0,0,상설,,가입,CJ올리브네트웍스(주),2020-06-10,영업,위탁,"경기도 포천시 소흘읍 110-3 번지 4,5층",,
경기도,파주시,2266,CGV 파주야당,5,414,0,5,1,0,0,상설,,가입,CJ올리브네트웍스(주),2020-07-31,영업,위탁,경기도 파주시 야당동 1066 번지 601호,,
경기도,이천시,2061,CGV 이천,10,1143,0,10,4,0,0,상설,,가입,CJ올리브네트웍스(주),2015-01-05,영업,위탁,경기도 이천시 중리동 201-1 번지,1544-1122,
경기도,의정부시,1192,CGV 의정부,8,1523,0,10,4,0,1,상설,,가입,CJ올리브네트웍스(주),2012-04-20,영업,직영,경기도 의정부시 의정부동 168 번지,1544-1122,http://www.cgv.co.kr/
경기도,오산시,2253,CGV 오산중앙,8,552,0,8,1,0,0,상설,,가입,CJ올리브네트웍스(주),2019-11-21,영업,위탁,경기도 오산시 원동 124-3 번지,,
경기도,양주시,2260,CGV 양주옥정,7,724,0,7,3,0,0,상설,,가입,CJ올리브네트웍스(주),2020-04-01,영업,직영,"경기도 양주시 옥정동 963-12 번지 7~8층 (옥정동, 씨네마엠디프라자)",,
경기도,시흥시,2233,CGV 배곧,6,853,0,6,1,0,0,상설,,가입,CJ올리브네트웍스(주),2017-12-29,영업,직영,경기도 시흥시 정왕동 2537-2 번지 베니스스퀘어 7층,,
경기도,시흥시,2169,CGV 시흥,4,462,0,4,2,0,0,상설,,가입,CJ올리브네트웍스(주),2008-01-24,영업,위탁,경기도 시흥시 대야동 568-1 번지,1544-1122,http://www.cgv.co.kr/
경기도,수원시,2006,CGV 수원,8,2189,0,8,5,1,1,상설,,가입,CJ올리브네트웍스(주),2003-02-17,영업,직영,"경기도 수원시 팔달구 매산로1가 18 번지 (매산로1가, 수원역사 6층)",1544-1122,http://www.cgv.co.kr/
경기도,수원시,2116,CGV 동수원,8,1251,0,8,4,1,0,상설,,가입,CJ올리브네트웍스(주),2006-09-20,영업,직영,경기도 수원시 팔달구 인계동 1113-11 번지 씨네파크 7층,1544-1122,http://www.cgv.co.kr/
경기도,성남시,2011,CGV 야탑,8,1326,0,8,5,0,0,상설,,가입,CJ올리브네트웍스(주),2000-04-01,영업,직영,경기도 성남시 분당구 야탑동 341 번지 테마폴리스 B2F,1544-1122,http://www.cgv.co.kr/
경기도,김포시,2041,CGV 김포한강,4,478,0,4,1,0,0,상설,,가입,CJ올리브네트웍스(주),2014-02-25,영업,위탁,경기도 김포시 걸포동 1574-3 번지,1544-1122,http://www.cgv.co.kr/
경기도,고양시,2126,CGV 일산,9,1704,0,9,6,1,1,상설,,가입,CJ올리브네트웍스(주),2007-03-28,영업,직영,"경기도 고양시 일산동구 장항동 868 번지 (장항동, 웨스턴돔 3층)",1544-1122,http://www.cgv.co.kr/
경기도,고양시,2261,CGV 고양행신,6,658,0,6,1,0,0,상설,,가입,CJ올리브네트웍스(주),2020-04-01,영업,직영,경기도 고양시 덕양구 행신동 762-2 번지 5층 (행신동),,
강원도,춘천시,3039,CGV 춘천,12,1714,0,14,5,0,1,상설,,가입,CJ올리브네트웍스(주),2008-02-28,영업,직영,강원도 춘천시 퇴계동 1017 번지,1544-1122,www.cgv.co.kr
경상남도,하동군,7092,씨네큐 알프스 하동,1,152,0,1,1,0,0,상설,,가입,(주)씨네큐,2020-12-16,영업,직영,경상남도 하동군 하동읍 237-13 번지 CINEQ 알프스 하동 3~4층,02-6978-5709,www.cineq.co.kr
경상북도,칠곡군,6082,칠곡호이영화관(씨네Q),2,94,0,2,1,0,0,상설,,가입,(주)씨네큐,2018-12-22,영업,직영,경상북도 칠곡군 석적읍 608 번지 칠곡호이영화관 및 청소년문화의 집,054-977-7053,http://www.cineq.co.kr
전라남도,영광군,9071,영광 작은영화관,2,109,0,2,1,0,0,상설,,가입,(주)디트릭스,2021-03-04,영업,직영,전라남도 영광군 영광읍 76 번지 영광 작은영화관,061-350-5693,https://yeonggwang.scinema.org/
경상북도,안동시,6019,안동중앙시네마,1,144,0,1,0,0,0,상설,,가입,(주)디트릭스,,영업,직영,경상북도 안동시 삼산동 140-5 번지 3층,054-854-5500,http://
강원도,양양군,3213,양양 작은영화관,2,94,0,2,1,0,0,상설,,가입,(주)디트릭스,2019-06-18,영업,직영,"강원도 양양군 양양읍 210-36 번지 3층, 4층",033-673-7050,http://yangyang.scinema.org/
충청남도,태안군,5057,태안시네마,2,99,0,2,1,0,0,상설,,가입,문화인,2017-09-25,영업,직영,충청남도 태안군 태안읍 8-2 번지 동문리,041-673-2192,http://www.taeancinema.com/
경기도,의정부시,2040,CGV 의정부태흥,10,1528,0,10,2,0,0,상설,,가입,CJ올리브네트웍스(주),2014-01-23,영업,직영,"경기도 의정부시 의정부동 494 번지 센트럴타워 14,15층",1544-1122,
서울시,강남구,1169,메가박스 강남대로(씨티),4,719,0,4,2,0,0,상설,,가입,메가박스(주),2016-06-09,영업,위탁,서울특별시 강남구 역삼동 816 번지,,
대전시,유성구,7068,메가박스 대전유성,5,923,0,5,2,0,0,상설,,가입,메가박스(주),2015-03-16,영업,직영,대전광역시 유성구 봉명동 1016-7 번지 센트럴프라자,02-1544-0070,http://www.megabox.co.kr/
경기도,하남시,2270,CGV 하남미사,7,875,0,7,0,0,0,상설,,가입,CJ올리브네트웍스(주),2020-12-10,영업,위탁,경기도 하남시 망월동 1100 번지 힐스테이트 미사역 그랑파사쥬 3층 3074호,031-795-6344,
경상북도,영양군,6068,영양 작은영화관,1,94,0,1,0,0,0,상설,,가입,(주)디트릭스,2016-03-30,영업,직영,경상북도 영양군 영양읍 2-15 번지 영양문화원 2층,054-683-7053,http://yyg.scinema.org/
경기도,파주시,2219,헤이리시네마,1,30,0,1,0,0,0,상설,,가입,(주)디트릭스,2016-06-22,영업,직영,경기도 파주시 탄현면 1652-26 번지,031-942-1031,www.hcine.kr
서울시,종로구,1237,에무 시네마 앤 카페,2,102,0,2,0,0,0,상설,,가입,(주)디트릭스,2016-05-05,영업,직영,서울특별시 종로구 신문로2가 1-181 번지 복합문화공간에무,02-730-5604,http://emuartspace.com/
서울시,노원구,1240,더숲 아트시네마,2,82,0,2,0,0,0,상설,,가입,(주)디트릭스,2016-12-07,영업,직영,서울특별시 노원구 상계동 727-1 번지 조광빌딩 지하 1층,02-951-0206,
경기도,평택시,2175,롯데시네마 송탄,5,932,0,5,1,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2008-09-06,영업,직영,경기도 평택시 서정동 818-36 번지,1544-8855,http://www.lottecinema.co.kr/
경기도,수원시,2249,롯데시네마 서수원,6,791,0,6,1,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2019-07-16,영업,직영,경기도 수원시 권선구 금곡동 1114-1 번지 리더스빌딩 10층,02-1544-8855,
부산시,해운대구,11025,롯데시네마 프리미엄 해운대(장산역),10,827,0,10,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2013-12-31,영업,위탁,부산광역시 해운대구 좌동 1479-1 번지 웅신시네아트7층,1544-8855,http://www.lottecinema.co.kr/
충청남도,홍성군,5058,메가박스 홍성내포,5,657,0,5,1,0,0,상설,,가입,메가박스(주),2017-09-27,영업,위탁,충청남도 홍성군 홍북읍 555 번지 6층 메가박스 홍성내포점,02-1544-0070,http://www.megabox.co.kr/
서울시,마포구,1272,메가박스 홍대,5,726,0,5,0,0,0,상설,,가입,메가박스(주),2019-09-25,영업,직영,서울특별시 마포구 동교동 160-4 번지,02-1544-0070,http://www.megabox.co.kr/
전라남도,순천시,9029,메가박스 순천,7,920,0,7,7,0,0,상설,,가입,메가박스(주),2006-04-28,영업,위탁,전라남도 순천시 덕암동 151 번지 701호,1544-0070,http://www.megabox.co.kr/
충청북도,제천시,4001,메가박스 제천,7,1200,0,7,3,0,0,상설,,가입,메가박스(주),2004-12-16,영업,위탁,충청북도 제천시 남천동 1145 번지,1544-0070,http://www.megabox.co.kr/
강원도,속초시,3025,메가박스 속초,5,585,0,5,2,0,0,상설,,가입,메가박스(주),2007-02-10,영업,위탁,강원도 속초시 조양동 1506-1 번지,1544-0070,http://www.megabox.co.kr/
울산시,중구,14009,메가박스 울산,8,1141,0,8,1,0,0,상설,,가입,메가박스(주),2004-12-23,영업,직영,울산광역시 중구 성남동 251-8 번지,1544-0070,http://www.megabox.co.kr/
대전시,서구,13017,메가박스 대전,8,1333,0,8,3,0,0,상설,,가입,메가박스(주),2004-11-15,영업,직영,대전광역시 서구 탄방동 746 번지 5층,1544-0070,http://www.megabox.co.kr/
대전시,중구,13033,메가박스 대전중앙로,8,1124,0,8,0,0,0,상설,,가입,메가박스(주),2019-04-15,영업,직영,대전광역시 중구 대흥동 205-1 번지,02-1544-0070,http://www.megabox.co.kr/
광주시,광산구,16022,메가박스 광주하남,10,918,0,10,2,0,0,상설,,가입,메가박스(주),2007-08-13,영업,위탁,광주광역시 광산구 우산동 1587-1 번지,1544-0070,http://www.megabox.co.kr/
광주시,광산구,16035,메가박스 첨단,9,1157,0,9,2,0,0,상설,,가입,메가박스(주),2012-01-15,영업,위탁,광주광역시 광산구 쌍암동 688-4 번지,1544-0070,http://www.megabox.co.kr/
경상남도,김해시,7077,CGV 김해장유,6,968,0,6,1,0,0,상설,,가입,CJ올리브네트웍스(주),2017-01-25,영업,위탁,경상남도 김해시 대청동 302-5 번지 CGV 김해장유,,
경상남도,진주시,7030,롯데시네마 프리미엄 진주,9,907,0,9,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2004-12-02,영업,위탁,경상남도 진주시 중안동 12-13 번지,1544-8855,http://www.lottecinema.co.kr/
경상북도,구미시,6043,CGV 구미,10,1346,0,10,4,0,0,상설,,가입,CJ올리브네트웍스(주),2006-12-18,영업,위탁,경상북도 구미시 원평동 68-1 번지,1544-1122,http://www.cgv.co.kr
경상북도,안동시,6057,CGV 안동,6,674,0,6,2,0,0,상설,,가입,CJ올리브네트웍스(주),2014-10-01,영업,위탁,경상북도 안동시 용상동 1426-1 번지 CGV 안동 3층,1544-1122,http://www.cgv.co.kr/
경상북도,김천시,6069,CGV 김천율곡,5,816,0,5,1,0,0,상설,,가입,CJ올리브네트웍스(주),2016-10-25,영업,위탁,경상북도 김천시 율곡동 1123 번지 더스퀘어 3층,,
인천시,서구,15051,메가박스검단,5,771,0,5,1,0,0,상설,,가입,메가박스(주),2015-09-21,영업,위탁,인천광역시 서구 당하동 1098-5 번지 4층 403호(당하동),032-565-5660,www.megabox.co.kr
인천시,남동구,15052,메가박스 인천논현,8,1221,0,8,0,0,0,상설,,가입,메가박스(주),2015-10-08,영업,위탁,인천광역시 남동구 논현동 747-1 번지 라피에스타 6층,1544-0070,http://www.megabox.co.kr/
경상남도,창원시 마산합포구,7084,롯데시네마 프리미엄 경남대,6,348,0,6,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2019-04-10,영업,위탁,경상남도 창원시 마산합포구 월남동5가 4-1 번지 롯데시네마 프리미엄 경남대,055-1544-8855,http://lottecinama.co.kr
경상북도,구미시,6038,롯데시네마 구미공단,8,1204,0,8,1,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2006-04-27,영업,직영,"경상북도 구미시 공단동 253-2 번지 4층일부,5~7층전체",1544-8855,http://www.lottecinema.co.kr/
경상북도,구미시,6079,롯데시네마 프리미엄구미센트럴,7,513,0,7,1,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2018-08-08,영업,위탁,경상북도 구미시 원평동 147-9 번지 5층 롯데시네마 사무실,1544-8855,
경상북도,경주시,6062,롯데시네마 경주,2,279,0,2,0,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2012-01-13,영업,위탁,경상북도 경주시 노동동 73-2 번지 2층,1544-8855,http://www.lottecinema.co.kr/
전라북도,전주시,8020,롯데시네마 전주(백화점),8,1632,0,8,6,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2004-05-28,영업,직영,전라북도 전주시 완산구 서신동 971 번지 롯데백화점 7층,1544-8855,http://www.lottecinema.co.kr/
서울시,송파구,1241,메가박스송파파크하비오,9,1007,0,9,1,0,0,상설,,가입,메가박스(주),2016-12-23,영업,위탁,서울특별시 송파구 문정동 618 번지 204동 지하1층,02-1544-0070,http://www.megabox.co.kr/
경기도,화성시,2119,롯데시네마 병점,8,1098,0,8,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2006-09-28,영업,직영,경기도 화성시 병점동 844-1 번지,1544-8855,http://www.lottecinema.co.kr/
광주시,동구,16040,롯데시네마 충장로,9,693,0,9,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2013-12-19,영업,위탁,광주광역시 동구 황금동 12-2 번지,1544-8855,http://www.lottecinema.co.kr/
대구시,동구,12032,롯데시네마 대구율하,6,1394,0,6,3,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2010-07-15,영업,직영,대구광역시 동구 율하동 1117 번지,1544-8855,http://www.lottecinema.co.kr/
서울시,성동구,1274,메가박스 성수,7,1041,0,7,0,0,0,상설,,가입,메가박스(주),2019-11-08,영업,직영,서울특별시 성동구 성수동1가 656-335 번지,02-1544-0070,http://www.megabox.co.kr/
경기도,안산시,2107,롯데시네마 안산(롯데마트)_Charlotte관,1,32,0,1,1,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2005-09-07,영업,직영,경기도 안산시 상록구 성포동 590 번지 롯데마트 안산점 4층,1544-8855,http://www.lottecinema.co.kr/
경기도,안산시,2068,롯데시네마 안산고잔,7,1788,0,7,0,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2015-07-17,영업,직영,경기도 안산시 단원구 고잔동 717-2 번지,,
경기도,부천시,2187,롯데시네마 부천(신중동역),8,1297,0,8,3,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2011-04-06,영업,직영,경기도 부천시 원미구 중동 1141-2 번지,1544-8855,http://www.lottecinema.co.kr/
경기도,안양시,2205,롯데시네마 평촌(범계역)_Charlotte관,1,30,0,1,1,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2012-03-29,영업,직영,경기도 안양시 동안구 호계동 1039 번지,1544-8855,http://www.lottecinema.co.kr/
대전시,서구,13028,롯데시네마 대전둔산(월평동),10,1669,0,10,3,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2014-05-31,영업,직영,대전광역시 서구 월평동 243 번지,1544-8855,http://www.lottecinema.co.kr/
대전시,서구,13007,롯데시네마 대전(백화점),8,1144,0,8,4,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2000-05-05,영업,직영,대전광역시 서구 괴정동 423-1 번지,1544-8855,http://www.lottecinema.co.kr/
광주시,동구,16037,롯데시네마 광주(백화점)_Charlotte관,1,30,0,1,0,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2000-07-01,영업,직영,광주광역시 동구 대인동 7-1 번지,1544-8855,http://www.lottecinema.co.kr/
광주시,동구,16014,롯데시네마 광주(백화점),5,994,0,5,3,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2000-07-01,영업,직영,광주광역시 동구 대인동 7-1 번지,1544-8855,http://www.lottecinema.co.kr/
인천시,남구,15058,롯데시네마 인천터미널,4,538,0,4,4,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2017-11-25,영업,직영,인천광역시 남구 관교동 15 번지 지하1층 롯데시네마,,
인천시,중구,15062,롯데시네마 영종하늘도시,3,270,0,3,0,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2019-07-24,영업,위탁,인천광역시 중구 중산동 1883-12 번지 3층 롯데시네마 영종하늘도시,,www.lottecinema.co.kr
대구시,북구,12031,롯데시네마 프리미엄칠곡,6,484,0,6,3,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2013-09-05,영업,위탁,"대구광역시 북구 구암동 769-1 번지 5층 일부, 6~9층",1544-8855,http://www.lottecinema.co.kr/
대구시,서구,12042,롯데시네마 대구광장,7,1300,0,7,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2012-09-28,영업,직영,대구광역시 서구 내당동 463-62 번지 M프라자4층,1544-8855,http://www.lottecinema.co.kr/
대구시,중구,12030,롯데시네마 동성로_Charlotte관,1,36,0,1,1,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2008-05-16,영업,직영,대구광역시 중구 동성로2가 66-1 번지 (동성로 2가),1544-8855,http://www.lottecinema.co.kr/
전라남도,여수시,9050,CGV 여수웅천,8,872,0,8,2,0,0,상설,,가입,CJ올리브네트웍스(주),2015-02-11,영업,직영,전라남도 여수시 웅천동 1720-3 번지 2층~8층,1544-1122,
부산시,기장군,11056,롯데시네마 동부산(아울렛),6,1014,0,6,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2014-12-23,영업,직영,부산광역시 기장군 기장읍 당사리 64 번지 동부산 롯데몰 3층 롯데시네마 동부산,1544-8855,http://www.lottecinema.co.kr/
서울시,은평구,1239,롯데시네마 은평(롯데몰),8,1336,0,8,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2016-12-01,영업,직영,"서울특별시 은평구 진관동 79-31, 롯데몰 5층",02-1544-8855,http://www.lottecinema.co.kr
부산시,동래구,11040,롯데시네마 동래,9,1581,0,9,6,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2008-06-01,영업,직영,부산광역시 동래구 온천동 502-3 번지,1544-8855,http://www.lottecinema.co.kr/
전라북도,익산시,8021,CGV 익산,7,1123,0,9,4,0,0,상설,,가입,CJ올리브네트웍스(주),2004-05-15,영업,위탁,전라북도 익산시 영등동 149-1 번지 4층,1544-1122,http://www.cgv.co.kr/
전라북도,군산시,8230,CGV 군산,5,975,0,5,2,0,0,상설,,가입,CJ올리브네트웍스(주),2018-04-05,영업,위탁,전라북도 군산시 나운동 124-4 번지,,
경상북도,포항시,6071,인디플러스 포항,1,262,0,1,0,0,0,상설,,가입,(주)디트릭스,2017-02-22,영업,직영,경상북도 포항시 북구 덕산동 113-12 번지 포항시립중앙아트홀 2층,054-289-7921,
충청남도,보령시,5060,CGV 보령,5,763,0,5,1,0,0,상설,,가입,CJ올리브네트웍스(주),2018-01-05,영업,위탁,충청남도 보령시 대천동 324-4 번지 CGV 보령,041-935-0705,
강원도,평창군,3201,HAPPY700 평창시네마,2,99,0,2,1,0,0,상설,,가입,(주)디트릭스,2015-12-22,영업,직영,강원도 평창군 용평면 374-2 번지 해피웨딩홀,033-334-7053,http://happy700.scinema.org/
서울시,강동구,1096,롯데시네마 강동,10,1846,0,10,5,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2008-04-24,영업,위탁,서울특별시 강동구 성내동 44-1 번지,1544-8855,http://www.lottecinema.co.kr/
서울시,송파구,1225,롯데시네마 월드타워_샤롯데,3,72,0,3,0,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2014-10-15,영업,직영,"서울특별시 송파구 신천동 29 번지 신천동,엔터동롯데시네마(5~11F)",1544-8855,http://www.lottecinema.co.kr/
서울시,강남구,1071,롯데시네마 브로드웨이(신사),6,570,0,6,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2013-04-05,영업,위탁,서울특별시 강남구 논현동 3-5 번지,1544-8855,http://www.bc5.co.kr
서울시,영등포구,1104,롯데시네마 영등포,7,1328,0,7,6,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2005-04-29,영업,직영,서울특별시 영등포구 영등포동 618-496 번지 A동 7~9층,1544-8855,http://www.lottecinema.co.kr/
서울시,금천구,1226,롯데시네마 독산,8,1606,0,8,3,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2014-11-07,영업,직영,서울특별시 금천구 독산동 291-5 번지,1544-8855,http://www.lottecinema.co.kr/
서울시,금천구,1202,롯데시네마 가산디지털,6,1054,0,6,3,1,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2013-03-21,영업,직영,서울특별시 금천구 가산동 60-8 번지,1544-8855,http://www.lottecinema.co.kr/
서울시,강서구,1188,롯데시네마 김포공항,9,2095,0,9,6,1,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2011-12-09,영업,직영,서울특별시 강서구 방화동 886 번지 외6필지,1544-8855,http://www.lottecinema.co.kr/
서울시,마포구,1195,롯데시네마 합정,4,733,0,4,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2012-07-19,영업,직영,서울특별시 마포구 서교동 490 번지 메세나폴리스 2층 롯데시네마,1544-8855,http://www.lottecinema.co.kr/
서울시,마포구,1144,롯데시네마 홍대입구,6,1102,0,6,4,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2008-01-01,영업,직영,서울특별시 마포구 동교동 166-14 번지,1544-8855,http://www.lottecinema.co.kr/
서울시,광진구,1122,롯데시네마 건대입구_샤롯데,1,32,0,1,1,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2007-01-26,영업,직영,서울특별시 광진구 자양동 227-7 번지,1544-8855,http://www.lottecinema.co.kr/
충청북도,청주시,4043,CGV 청주율량,11,1535,0,11,3,0,0,상설,,가입,CJ올리브네트웍스(주),2018-11-28,영업,직영,충청북도 청주시 상당구 율량동 500-3 번지 그랜드 프라자 청주 3관 2층,,
경기도,용인시,2232,CGV 용인,8,671,0,8,3,0,0,상설,,가입,CJ올리브네트웍스(주),2017-12-21,영업,위탁,경기도 용인시 처인구 김량장동 301-3 번지 5~8층,031-337-3421,www.cgv.co.kr
경기도,오산시,2141,CGV 오산,6,363,0,6,2,0,0,상설,,가입,CJ올리브네트웍스(주),2007-07-11,영업,위탁,경기도 오산시 원동 763-21 번지 오산시네마타운 5층 사무실,1544-8855,http://
경기도,부천시,2057,CGV 부천,8,1326,0,8,4,1,0,상설,,가입,CJ올리브네트웍스(주),2003-08-19,영업,직영,경기도 부천시 중동 1164 번지 현대백화점 중동점 U-PLEX 5층,1544-1122,http://www.cgv.co.kr
세종시,연기군,17039,CGV 세종,7,1094,0,7,3,0,0,상설,,가입,CJ올리브네트웍스(주),2015-11-30,영업,직영,세종특별자치시 종촌동 673 번지 몰리브 7층,1544-1122,
대전시,동구,13027,CGV 대전가오,7,1163,0,7,3,0,0,상설,,가입,CJ올리브네트웍스(주),2013-03-07,영업,직영,대전광역시 동구 가오동 557 번지 4층,1544-1122,http://www.cgv.co.kr/
광주시,광산구,16046,CGV 광주하남,6,835,0,6,3,0,0,상설,,가입,CJ올리브네트웍스(주),2018-09-20,영업,직영,광주광역시 광산구 하남동 832 번지 테라스56 피크닉몰 2층,,
